website,text,image_url
amazon,What's this?,
amazon,Includes limited time discount of,
amazon,Provide IMEI number (IMEI 1 for dual sim phones) to avail exchange offer(Dial *#06# to get the IMEI number),
amazon,(Dial *#06# to get the IMEI number),
amazon,Verify,
amazon,Verify,
amazon,Verify,
amazon,Exchange service fee Rs.will be charged,
amazon,Cancel,
amazon,Cancel,
amazon,Cancel,
amazon,Apply Exchange,
amazon,Apply Exchange,
amazon,Apply Exchange,
amazon,Choose product to exchange,
amazon,Choose product to exchange,
amazon,Choose product to exchange,
amazon,Choose product to exchange,
amazon,Fixed Exchange value:,
amazon,Exchange value:,
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Buy Now with Exchange,
amazon,Buy Now with Exchange,
amazon,Buy Now with Exchange,
amazon,By clicking 'Add to Cart'/'Buy Now With Exchange' you agree to theTerms & Conditions,
amazon,Terms & Conditions,
amazon,How does Exchange work?,
amazon,Without Exchange,
amazon,Without Exchange,
amazon,"22,690.00",
amazon,"38,200.00",
amazon,Fulfilled,
amazon,Fulfilled,
amazon,"FREE scheduled delivery as soon asSunday, 20 July,7 am - 9 pm. Order within18 hrs 59 mins.Details",
amazon,"Sunday, 20 July,7 am - 9 pm",
amazon,7 am - 9 pm,
amazon,18 hrs 59 mins,
amazon,Details,
amazon,Delivering to Mohali 140308 - Update location,
amazon,Delivering to Mohali 140308 - Update location,
amazon,Delivering to Mohali 140308 - Update location,
amazon,Only 2 left in stock.,
amazon,Ships from,
amazon,Amazon,
amazon,Amazon,
amazon,Amazon,
amazon,Amazon,
amazon,Ships from,
amazon,Sold by,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,Sold by,
amazon,DAWNTECH ELECTRONICS PRIVATE LIMITED,
amazon,Payment,
amazon,Secure transaction,
amazon,Secure transaction,
amazon,Secure transaction,
amazon,Your transaction is secure,
amazon,Learn more,
amazon,Learn more,
amazon,See more,
amazon,See more,
amazon,Include,
amazon,Add a Protection Plan:,
amazon,Extended warranty for 1 Yearfor₹649.00,
amazon,Extended warranty for 1 Year,
amazon,₹649.00,
amazon,Total Protection Plan for 2 Yearfor₹899.00,
amazon,Total Protection Plan for 2 Year,
amazon,₹899.00,
amazon,1 Year Extended Warranty,
amazon,from  Acko,
amazon,(1353),
amazon,(1353),
amazon,Plan is valid up to 1 year post manufacturer comprehensive warranty end,
amazon,Plan is valid up to 1 year post manufacturer comprehensive warranty end,
amazon,Plan is email delivered and auto activated if purchased along with appliance on Amazon.,
amazon,Plan is email delivered and auto activated if purchased along with appliance on Amazon.,
amazon,"Wear and tear, theft, accessories, intentional damages, and brand warranty exclusions are not covered.",
amazon,"Wear and tear, theft, accessories, intentional damages, and brand warranty exclusions are not covered.",
amazon,plan is not valid if purchased standalone.,
amazon,plan is not valid if purchased standalone.,
amazon,How to claim: Option A: Go to Acko.com >> Enter your mobile number >> file claim. Option B: Download Acko mobile app >> Enter your mobile number >> file claim. Option C: Go to Your Orders on Amazon app >> Get Product Support >> Schedule a repair.,
amazon,How to claim: Option A: Go to Acko.com >> Enter your mobile number >> file claim. Option B: Download Acko mobile app >> Enter your mobile number >> file claim. Option C: Go to Your Orders on Amazon app >> Get Product Support >> Schedule a repair.,
amazon,Add Protection,
amazon,Add Protection,
amazon,Add Protection,
amazon,Learn more,
amazon,2 Year Total Protection Plan,
amazon,from  Acko,
amazon,Complete Protection Plan is active for 2 Years from the plan purchase date.,
amazon,Complete Protection Plan is active for 2 Years from the plan purchase date.,
amazon,"What's covered - Accidental damage, Surge protection Electrical failures covered under original manufacturer’s warranty",
amazon,"What's covered - Accidental damage, Surge protection Electrical failures covered under original manufacturer’s warranty",
amazon,Acko Complete Protection plans are only valid when purchased together with eligible new electronic products purchased on Amazon.,
amazon,Acko Complete Protection plans are only valid when purchased together with eligible new electronic products purchased on Amazon.,
amazon,"Wear and tear, theft, accessories, intentional damages and brand warranty exclusions are not covered; plan is not valid if purchased standalone.",
amazon,"Wear and tear, theft, accessories, intentional damages and brand warranty exclusions are not covered; plan is not valid if purchased standalone.",
amazon,How to claim: Option A: Go to Acko.com >> Enter your mobile number >> file claim.. Option B: C: Download Acko mobile app >> Enter your mobile number >> file claim. Option C: Go to Your Orders on Amazon app >> Get Product Support >> Schedule a repair.,
amazon,How to claim: Option A: Go to Acko.com >> Enter your mobile number >> file claim.. Option B: C: Download Acko mobile app >> Enter your mobile number >> file claim. Option C: Go to Your Orders on Amazon app >> Get Product Support >> Schedule a repair.,
amazon,Add Protection,
amazon,Add Protection,
amazon,Add Protection,
amazon,Learn more,
amazon,Quantity:12Quantity:1,
amazon,Quantity:12Quantity:1,
amazon,Quantity:1,
amazon,Quantity:1,
amazon,Quantity:1,
amazon,Quantity:,
amazon,"₹22,690.0022,690.00",
amazon,"₹22,690.0022,690.00",
amazon,"₹22,690.00",
amazon,"22,690.00",
amazon,"22,690.",
amazon,Includes selected options.,
amazon,Includes initial monthly payment and selected options.,
amazon,"DetailsPrice(₹22,690.00x)₹22,690.00Subtotal₹₹22,690.0022,690.00SubtotalInitial payment breakdownShipping cost, delivery date and order total (including tax) shown at checkout.",
amazon,Details,
amazon,Details,
amazon,Details,
amazon,"(₹22,690.00x)",
amazon,"(₹22,690.00x)",
amazon,"22,690.",
amazon,"₹22,690.00",
amazon,"₹22,690.00",
amazon,"22,690.",
amazon,Subtotal,
amazon,"₹₹22,690.0022,690.00",
amazon,"₹22,690.0022,690.00",
amazon,"₹22,690.0022,690.00",
amazon,"₹22,690.00",
amazon,"22,690.00",
amazon,"22,690.",
amazon,Subtotal,
amazon,Initial payment breakdown,
amazon,"Shipping cost, delivery date and order total (including tax) shown at checkout.",
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Add to Cart,
amazon,Buy Now,
amazon,Buy Now,
amazon,Buy Now,
amazon,The enhancements that you chose are not available for this seller.,
amazon,Details,
amazon,Details,
amazon,"To add the following enhancements to your purchase, choose a different seller.",
amazon,%cardName%,
amazon,${cardName} not available for the seller that you chose,
amazon,${cardName} unavailable for quantities greater than ${maxQuantity}.,
amazon,Add gift options,
amazon,Add to Wish List,
amazon,Add to Wish List,
amazon,Add to Wish List,
amazon,Added to,
amazon,Unable to add item to Wish List. Please try again.,
amazon,"Sorry, there was a problem.",
amazon,There was an error retrieving your Wish Lists. Please try again.,
amazon,"Sorry, there was a problem.",
amazon,List unavailable.,
amazon,Add to your order,
amazon,1 Year Extended Warranty,
amazon,1 Year Extended Warranty,
amazon,from  Acko,
amazon,₹649.00,
amazon,Plan is valid up to 1 year post manufacturer comprehensive warranty end,
amazon,Plan is email delivered and auto activated if purchased along with appliance on Amazon.,
amazon,"Wear and tear, theft, accessories, intentional damages, and brand warranty exclusions are not covered.",
amazon,plan is not valid if purchased standalone.,
amazon,How to claim: Option A: Go to Acko.com >> Enter your mobile number >> file claim. Option B: Download Acko mobile app >> Enter your mobile number >> file claim. Option C: Go to Your Orders on Amazon app >> Get Product Support >> Schedule a repair.,
amazon,Added to cart,
amazon,An error occurred when processing your request.,
amazon,Try again,
amazon,Add Protection,
amazon,Add Protection,
amazon,Add Protection,
amazon,Learn more,
amazon,Add to your order,
amazon,Added to cart,
amazon,An error occurred when processing your request.,
amazon,Try again,
amazon,Add Protection,
amazon,Add Protection,
amazon,Add Protection,
amazon,Learn more,
amazon,3 VIDEOS,
amazon,The video showcases the product in use.,
amazon,The video guides you through product setup.,
amazon,The video compares multiple products.,
amazon,The video shows the product being unpacked.,
amazon,Video Player is loading.,
amazon,Click to play video,
amazon,Click to play video,
amazon,Current Time,
amazon,Duration,
amazon,Loaded:1.67%,
amazon,Loaded,
amazon,Stream Type,
amazon,"Seek to live, currently behind liveLIVE",
amazon,"Seek to live, currently behind live",
amazon,Remaining Time,
amazon,Playback Rate,
amazon,Playback Rate,
amazon,Chapters,
amazon,Chapters,
amazon,Descriptions,
amazon,Descriptions,
amazon,descriptions off,
amazon,", selected",
amazon,Captions,
amazon,Captions,
amazon,captions off,
amazon,", selected",
amazon,Audio Track,
amazon,Audio Track,
amazon,default,
amazon,", selected",
amazon,Fullscreen,
amazon,Fullscreen,
amazon,This is a modal window.,
amazon,Godrej Refrigerator Video,
amazon,Amazon Videos,
amazon,Image not available forColour:,
amazon,To view this video downloadFlash Player,
amazon,Flash Player,
amazon,Click to see full view,
amazon,Click to see full view,
amazon,VIDEOS,
amazon,360° VIEW,
amazon,IMAGES,
amazon,The video showcases the product in use.,
amazon,The video guides you through product setup.,
amazon,The video compares multiple products.,
amazon,The video shows the product being unpacked.,
amazon,Video Player is loading.,
amazon,Click to play video,
amazon,Click to play video,
amazon,Current Time,
amazon,Duration,
amazon,Loaded:1.67%,
amazon,Loaded,
amazon,Stream Type,
amazon,"Seek to live, currently behind liveLIVE",
amazon,"Seek to live, currently behind live",
amazon,Remaining Time,
amazon,Playback Rate,
amazon,Playback Rate,
amazon,Chapters,
amazon,Chapters,
amazon,Descriptions,
amazon,Descriptions,
amazon,descriptions off,
amazon,", selected",
amazon,Captions,
amazon,Captions,
amazon,captions off,
amazon,", selected",
amazon,Audio Track,
amazon,Audio Track,
amazon,default,
amazon,", selected",
amazon,Fullscreen,
amazon,Fullscreen,
amazon,This is a modal window.,
amazon,Pinterest,
amazon,Pinterest,
amazon,Pinterest,
amazon,Pinterest,
amazon,Facebook,
amazon,Facebook,
amazon,Facebook,
amazon,Facebook,
amazon,Copy Link,
amazon,Copy Link,
amazon,Copy Link,
amazon,Copy Link,
amazon,Customer Review:,
amazon,Godrej Refrigerator Video,
amazon,See full review,
amazon,See full review,
amazon,Amazon Videos,
amazon,Verified Purchase,
amazon,Earns Commissions,
amazon,Amazon Videos,
amazon,Verified Purchase,
amazon,Earns Commissions,
amazon,"Godrej 223 L 3 Star Convertible Freezer 6-In-1, Nano Shield Technology, Inverter Frost Free Double Door Refrigerator(RT EONVALOR 260C RCIF ST RH, Steel Rush)",
amazon,"Godrej 223 L 3 Star Convertible Freezer 6-In-1, Nano Shield Technology, Inverter Frost Free Double Door Refrigerator(RT EONVALOR 260C RCIF ST RH, Steel Rush)",
amazon,Visit the Godrej Store,
amazon,3.93.9 out of 5 stars,
amazon,3.93.9 out of 5 stars,
amazon,3.93.9 out of 5 stars,
amazon,3.93.9 out of 5 stars,
amazon,3.9 out of 5 stars,
amazon,"1,689 ratings",
amazon,"1,689 ratings",
amazon,"1,689 ratings",
amazon,200+ boughtin past month,
amazon,200+ bought,
amazon,in past month,
amazon,Limited time deal NO_OF_HOURS hours NO_OF_MINUTES minutesLimited time deal NO_OF_MINUTES minutesLimited time deal NO_OF_MINUTES minutes NO_OF_SECONDS secondsLimited time deal NO_OF_SECONDS secondsLimited time deal,
amazon,Limited time deal NO_OF_HOURS hours NO_OF_MINUTES minutes,
amazon,Limited time deal NO_OF_MINUTES minutes,
amazon,Limited time deal NO_OF_MINUTES minutes NO_OF_SECONDS seconds,
amazon,Limited time deal NO_OF_SECONDS seconds,
amazon,Limited time deal,
amazon,Limited time deal,
amazon,"₹22,690.00 with 41 percent savings",
amazon,"₹22,690",
amazon,"₹22,690",
amazon,"22,690",
amazon,"M.R.P.: ₹38,200.00M.R.P.:₹38,200₹38,200",
amazon,"M.R.P.: ₹38,200.00M.R.P.:₹38,200₹38,200",
amazon,"M.R.P.: ₹38,200.00",
amazon,"M.R.P.:₹38,200₹38,200",
amazon,"₹38,200₹38,200",
amazon,"₹38,200",
amazon,"₹38,200",
amazon,Fulfilled,
amazon,Fulfilled,
amazon,Inclusive of all taxes,
amazon,"EMIstarts at ₹1,095 per month.",
amazon,"EMIstarts at ₹1,095. No Cost EMI available",
amazon,EMI options,
amazon,EMI options,
amazon,Amazon Pay Later,
amazon,Amazon Pay Later,
amazon,Debit Card EMI,
amazon,Debit Card EMI,
amazon,Other EMIs,
amazon,Other EMIs,
amazon,Amazon Pay ICICI Credit CardProcessing Fee of ₹199 by Bank,
amazon,Amazon Pay ICICI Credit CardProcessing Fee of ₹199 by Bank,
amazon,Amazon Pay ICICI Credit CardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,(15.99%),
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,(15.99%),
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,441",
amazon,(15.99%),
amazon,"₹1,441",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,013",
amazon,(15.99%),
amazon,"₹24,703",
amazon,"₹1,426",
amazon,"₹2,980",
amazon,(15.99%),
amazon,"₹25,670",
amazon,"₹1,111",
amazon,"₹3,971",
amazon,(15.99%),
amazon,"₹26,661",
amazon,American Express Credit CardProcessing Fee of ₹199 by Bank,
amazon,American Express Credit CardProcessing Fee of ₹199 by Bank,
amazon,American Express Credit CardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,269",
amazon,"₹1,269",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,037",
amazon,"₹1,757",
amazon,"₹24,447",
amazon,"₹1,416",
amazon,"₹2,789",
amazon,"₹25,479",
amazon,"₹1,100",
amazon,"₹3,714",
amazon,"₹26,404",
amazon,AU Small Finance Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,AU Small Finance Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,AU Small Finance Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,Axis Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,Axis Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,Axis Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,BOBCARDProcessing Fee of ₹199 by Bank,
amazon,BOBCARDProcessing Fee of ₹199 by Bank,
amazon,BOBCARDProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,Federal bank Credit Card EMI,
amazon,Federal bank Credit Card EMI,
amazon,Federal bank Credit Card EMI,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,(15.99%),
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,(15.99%),
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,441",
amazon,(15.99%),
amazon,"₹1,441",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,013",
amazon,(15.99%),
amazon,"₹24,703",
amazon,"₹1,426",
amazon,"₹2,980",
amazon,(15.99%),
amazon,"₹25,670",
amazon,"₹1,111",
amazon,"₹3,971",
amazon,(15.99%),
amazon,"₹26,661",
amazon,HDFC Bank Credit CardProcessing Fee of ₹299 by Bank,
amazon,HDFC Bank Credit CardProcessing Fee of ₹299 by Bank,
amazon,HDFC Bank Credit CardProcessing Fee of ₹299 by Bank,
amazon,Processing Fee of ₹299 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,HSBC Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,HSBC Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,HSBC Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,Processing Fee of ₹99 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,356",
amazon,"₹1,356",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,048",
amazon,"₹1,886",
amazon,"₹24,576",
amazon,"₹1,416",
amazon,"₹2,789",
amazon,"₹25,479",
amazon,"₹1,100",
amazon,"₹3,714",
amazon,"₹26,404",
amazon,ICICI Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,ICICI Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,ICICI Bank Credit CardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,(15.99%),
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,(15.99%),
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,441",
amazon,(15.99%),
amazon,"₹1,441",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,013",
amazon,(15.99%),
amazon,"₹24,703",
amazon,"₹1,426",
amazon,"₹2,980",
amazon,(15.99%),
amazon,"₹25,670",
amazon,"₹1,111",
amazon,"₹3,971",
amazon,(15.99%),
amazon,"₹26,661",
amazon,IDFC FIRST Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,IDFC FIRST Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,IDFC FIRST Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,Processing Fee of ₹249 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,IndusInd Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,IndusInd Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,IndusInd Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,Processing Fee of ₹249 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,Jammu and Kashmir Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,Jammu and Kashmir Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,Jammu and Kashmir Bank Credit CardProcessing Fee of ₹99 by Bank,
amazon,Processing Fee of ₹99 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,(14.99%),
amazon,"₹22,690",
amazon,"₹3,782",
amazon,(14.99%),
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,355",
amazon,(14.99%),
amazon,"₹1,355",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,048",
amazon,"₹1,884",
amazon,(14.99%),
amazon,"₹24,574",
amazon,"₹1,415",
amazon,"₹2,787",
amazon,(14.99%),
amazon,"₹25,477",
amazon,"₹1,100",
amazon,"₹3,711",
amazon,(14.99%),
amazon,"₹26,401",
amazon,Kotak Mahindra Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,Kotak Mahindra Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,Kotak Mahindra Bank Credit CardProcessing Fee of ₹249 by Bank,
amazon,Processing Fee of ₹249 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
amazon,"Note:The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,"The bank will continue to charge interest on No Cost EMI plans as per existing rates. However, the interest to be charged by the bank will be passed on to you as an upfront discount.",
amazon,Standard Plans,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Total cost,
amazon,"₹2,059",
amazon,"₹2,014",
amazon,"₹24,704",
amazon,"₹1,426",
amazon,"₹2,982",
amazon,"₹25,672",
amazon,"₹1,111",
amazon,"₹3,973",
amazon,"₹26,663",
amazon,OneCardProcessing Fee of ₹199 by Bank,
amazon,OneCardProcessing Fee of ₹199 by Bank,
amazon,OneCardProcessing Fee of ₹199 by Bank,
amazon,Processing Fee of ₹199 by Bank,
amazon,EMI Plan,
amazon,Interest(pa),
amazon,Discount,
amazon,Total cost,
amazon,"₹7,563",
amazon,"₹22,690",
amazon,"₹3,782",
amazon,"₹1,022",
amazon,"₹1,022",
amazon,"₹22,690",
amazon,"₹2,521",
amazon,"₹1,442",
amazon,"₹1,442",
amazon,"₹22,690",
